component_id,date,component_name,type,language,category,license,author,ecosystem,downloads,stars,forks,contributors,open_issues,closed_issues,pull_requests,merged_prs,dependents,usage_growth,market_share,commits,releases,versions,has_new_release,quality_score,documentation_score,community_score,maturity_score,language_trend,category_trend,ecosystem_health,seasonality,hype_factor,future_downloads_3m,future_downloads_6m,future_downloads_12m,growth_rate_3m,growth_rate_6m,will_grow,downloads_ma3,downloads_ma6,growth_acceleration,momentum_score,relative_popularity
4,2023-04-01,template-1004-api,Template,C#,Networking,MIT,Spring,NuGet,83,1972,245,8,36,133,16,14,4510,0.211,0.057,70,1,9,1,0.735,0.884,1.000,0.700,1.043,0.982,0.933,1.073,1.000,111,89,83,0.339,0.068,1,73,61,0.127,0.329,0.008
4,2023-05-01,template-1004-api,Template,C#,Networking,MIT,Spring,NuGet,93,1953,289,8,25,113,12,10,4538,0.090,0.053,58,0,9,0,0.759,0.876,1.000,0.700,0.982,1.002,1.046,1.000,1.000,98,70,93,0.054,-0.244,0,82,70,-0.075,0.240,0.009
4,2023-06-01,template-1004-api,Template,C#,Networking,MIT,Spring,NuGet,106,1933,217,8,27,102,14,11,4578,0.170,0.044,69,0,9,0,0.707,0.870,1.000,0.700,1.040,0.995,0.984,0.900,1.000,100,76,106,-0.052,-0.283,0,94,79,0.024,0.278,0.010
4,2023-07-01,template-1004-api,Template,C#,Networking,MIT,Spring,NuGet,111,1914,277,8,34,149,16,11,4623,0.050,0.012,71,0,9,0,0.730,0.866,1.000,0.700,0.992,0.986,0.989,0.800,1.000,89,111,111,-0.202,0.000,0,103,88,-0.116,0.102,0.011
4,2023-08-01,template-1004-api,Template,C#,Networking,MIT,Spring,NuGet,98,1895,237,8,34,147,14,11,4658,-0.117,0.023,56,0,9,0,0.689,0.865,1.000,0.700,1.034,0.986,1.001,0.727,1.000,70,98,98,-0.283,0.000,0,105,94,-0.363,-0.234,0.010
4,2023-09-01,template-1004-api,Template,C#,Networking,MIT,Spring,NuGet,100,1876,191,8,23,116,16,11,4695,0.023,0.021,74,0,9,0,0.717,0.867,1.000,0.700,1.000,1.011,1.047,0.700,1.000,76,100,100,-0.245,0.000,0,103,98,-0.545,0.046,0.010
4,2023-10-01,template-1004-api,Template,C#,Networking,MIT,Spring,NuGet,89,1857,241,8,26,124,14,11,4722,-0.117,0.024,58,3,12,1,0.675,0.871,1.000,0.700,1.045,1.002,1.098,0.727,1.000,89,89,89,0.000,0.000,0,96,99,-0.541,-0.228,0.009
4,2023-11-01,template-1004-api,Template,C#,Networking,MIT,Spring,NuGet,70,1838,274,8,18,78,15,11,4745,-0.061,0.036,63,0,12,0,0.656,0.878,1.000,0.700,1.016,0.991,1.050,0.800,1.000,70,70,70,0.000,0.000,0,86,96,-0.336,-0.381,0.007
4,2023-12-01,template-1004-api,Template,C#,Networking,MIT,Spring,NuGet,76,1820,240,8,26,94,13,10,4765,-0.036,0.039,64,2,14,1,0.681,0.887,1.000,0.700,1.046,0.981,1.023,0.900,1.000,76,76,76,0.000,0.000,0,78,91,-0.193,0.146,0.008
5,2022-01-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,42,861,170,4,11,65,6,4,4996,0.000,0.036,16,0,1,0,0.535,0.226,1.000,0.550,0.977,1.002,0.840,1.000,1.000,108,179,241,1.544,3.222,1,0,0,0.000,0.000,0.004
5,2022-02-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,51,852,88,4,9,64,7,5,5006,0.205,0.034,18,0,1,0,0.548,0.228,1.000,0.550,0.974,0.982,0.898,1.073,1.000,133,128,276,1.606,1.503,1,0,0,0.000,0.352,0.005
5,2022-03-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,68,844,104,4,22,81,9,7,5035,0.319,0.010,29,0,1,0,0.539,0.231,1.000,0.550,0.971,1.000,0.994,1.100,1.000,153,156,289,1.262,1.317,1,54,0,0.000,0.586,0.007
5,2022-04-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,108,905,116,4,14,56,7,5,5112,0.600,0.058,26,3,4,1,0.583,0.233,1.000,0.550,0.968,1.005,0.983,1.073,1.000,179,177,423,0.660,0.642,1,76,0,0.000,1.223,0.011
5,2022-05-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,133,896,100,4,25,84,5,4,5229,0.298,0.012,23,0,4,0,0.573,0.235,1.000,0.550,0.965,0.988,0.998,1.000,1.000,128,194,550,-0.040,0.456,1,103,0,0.000,0.500,0.013
5,2022-06-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,153,887,122,4,15,72,5,4,5364,0.089,0.030,22,0,4,0,0.558,0.236,1.000,0.550,0.962,0.998,1.018,0.900,1.000,156,187,580,0.024,0.226,1,131,93,0.000,0.317,0.015
5,2022-07-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,179,878,186,4,11,76,14,9,5536,0.174,0.033,71,2,6,1,0.591,0.237,1.000,0.550,0.959,1.015,1.021,0.800,1.000,177,241,969,-0.011,0.343,1,155,115,-0.884,0.393,0.018
5,2022-08-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,128,870,167,4,21,111,7,6,5704,-0.040,0.054,34,0,6,0,0.590,0.237,1.000,0.550,0.956,0.991,1.081,0.727,1.000,194,276,947,0.516,1.151,1,153,128,-1.646,-0.603,0.013
5,2022-09-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,156,891,131,4,23,72,19,14,5857,-0.091,0.012,91,0,6,0,0.594,0.236,1.000,0.550,0.953,1.016,1.043,0.700,1.000,187,289,878,0.197,0.845,1,155,143,-1.238,0.486,0.015
5,2022-10-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,177,882,97,5,13,82,6,4,6043,0.134,0.017,26,0,6,0,0.577,0.234,1.000,0.550,0.950,1.014,1.084,0.727,1.000,241,423,751,0.357,1.385,1,154,155,-0.671,0.301,0.017
5,2022-11-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,194,873,111,5,9,53,7,6,6258,0.095,0.046,28,3,9,1,0.615,0.232,1.000,0.550,0.947,1.004,1.025,0.800,1.000,276,550,1034,0.418,1.831,1,176,165,0.556,0.218,0.019
5,2022-12-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,187,865,104,5,21,100,9,7,6471,-0.036,0.051,35,1,10,1,0.565,0.230,1.000,0.550,0.944,0.995,1.043,0.900,1.000,289,580,1094,0.542,2.100,1,186,170,0.172,-0.083,0.018
5,2023-01-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,241,860,87,5,23,88,18,14,6773,0.286,0.059,75,0,10,0,0.604,0.227,1.000,0.550,0.977,1.001,0.901,1.000,1.000,423,969,241,0.757,3.023,1,207,181,0.368,0.682,0.024
5,2023-02-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,276,851,147,5,26,118,6,5,7144,0.144,0.013,26,0,10,0,0.605,0.224,1.000,0.550,0.974,1.015,0.873,1.073,1.000,550,947,276,0.996,2.438,1,235,205,-0.098,0.352,0.027
5,2023-03-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,289,842,161,4,13,69,4,2,7558,0.048,0.038,18,1,11,1,0.583,0.222,1.000,0.550,0.971,0.982,0.962,1.100,1.000,580,878,289,1.010,2.039,1,268,227,0.346,0.118,0.028
5,2023-04-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,423,836,132,4,26,92,7,5,8235,0.465,0.024,30,2,13,1,0.570,0.219,1.000,0.550,0.968,1.011,0.933,1.073,1.000,969,751,423,1.290,0.775,1,329,268,0.400,1.223,0.041
5,2023-05-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,550,841,98,4,26,84,6,5,9228,0.312,0.021,23,0,13,0,0.577,0.217,1.000,0.550,0.965,0.981,1.046,1.000,1.000,947,1034,550,0.722,0.880,1,421,328,0.578,0.822,0.052
5,2023-06-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,580,870,89,4,25,95,8,6,10617,0.228,0.015,20,0,13,0,0.557,0.215,1.000,0.550,0.962,0.999,0.984,0.900,1.000,878,1094,580,0.512,0.886,1,518,393,0.468,0.153,0.055
5,2023-07-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,969,914,183,4,9,49,6,4,12932,0.421,0.055,30,0,13,0,0.562,0.215,1.000,0.550,0.959,1.015,0.989,0.800,1.000,751,969,969,-0.225,0.000,0,700,514,0.533,2.000,0.088
5,2023-08-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,947,904,130,6,12,39,7,5,15686,-0.022,0.020,20,0,13,0,0.527,0.214,1.000,0.550,0.956,1.002,1.001,0.727,1.000,1034,947,947,0.091,0.000,0,832,626,-0.274,-0.066,0.087
5,2023-09-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,878,895,157,6,23,70,8,7,18769,-0.074,0.021,24,0,13,0,0.540,0.215,1.000,0.550,0.953,0.981,1.047,0.700,1.000,1094,878,878,0.247,0.000,0,931,725,-0.498,-0.217,0.081
5,2023-10-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,751,886,178,6,24,98,10,8,22910,0.116,0.011,34,0,13,0,0.536,0.216,1.000,0.550,0.950,1.011,1.098,0.727,1.000,751,751,751,0.000,0.000,0,859,779,-1.515,-0.415,0.070
5,2023-11-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,1034,878,177,6,15,90,7,6,28257,0.055,0.047,34,0,13,0,0.514,0.218,1.000,0.550,0.947,1.011,1.050,0.800,1.000,1034,1034,1034,0.000,0.000,0,888,860,-0.631,1.135,0.094
5,2023-12-01,fast-logging-client,Tool,PHP,Logging,GPL-3.0,Spring,Maven Central,1094,869,95,6,12,75,8,5,35254,0.059,0.043,23,0,13,0,0.502,0.220,1.000,0.550,0.944,1.005,1.023,0.900,1.000,1094,1094,1094,0.000,0.000,0,960,946,-0.265,0.178,0.099
6,2022-01-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,41,1797,262,43,18,95,18,13,2978,0.000,0.016,74,0,1,0,0.722,0.602,1.000,0.550,1.023,1.014,0.840,1.000,1.000,60,64,73,0.483,0.564,1,0,0,0.000,0.000,0.004
6,2022-02-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,46,1907,232,43,29,120,6,4,2982,0.135,0.025,25,1,2,1,0.747,0.609,1.000,0.550,0.993,1.001,0.898,1.073,1.000,77,70,78,0.659,0.528,1,0,0,0.000,0.226,0.005
6,2022-03-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,54,1888,256,43,21,80,7,4,2992,0.177,0.060,18,3,5,1,0.749,0.616,1.000,0.550,0.966,0.994,0.994,1.100,1.000,78,86,91,0.441,0.592,1,47,0,0.000,0.309,0.005
6,2022-04-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,60,1904,208,43,19,89,4,2,3006,0.110,0.023,11,3,8,1,0.762,0.622,1.000,0.550,0.994,0.980,0.983,1.073,1.000,64,87,126,0.055,0.442,1,54,0,0.000,0.196,0.006
6,2022-05-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,77,1939,248,45,27,99,12,9,3032,0.270,0.044,50,0,8,0,0.730,0.627,1.000,0.550,1.032,0.989,0.998,1.000,1.000,70,78,155,-0.079,0.015,0,64,0,0.000,0.509,0.008
6,2022-06-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,78,1920,199,44,21,68,6,4,3060,0.023,0.011,26,0,8,0,0.751,0.630,1.000,0.550,1.035,0.981,1.018,0.900,1.000,86,73,172,0.105,-0.066,0,72,59,0.000,0.043,0.008
6,2022-07-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,64,1915,241,44,33,147,21,17,3091,0.049,0.038,94,0,8,0,0.758,0.632,1.000,0.550,0.952,0.996,1.021,0.800,1.000,87,73,128,0.368,0.145,1,73,63,-0.429,-0.340,0.006
6,2022-08-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,70,1896,222,44,37,135,6,5,3127,0.074,0.034,24,0,8,0,0.761,0.632,1.000,0.550,1.037,0.981,1.081,0.727,1.000,78,78,129,0.102,0.100,1,71,67,-0.738,0.202,0.007
6,2022-09-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,86,1960,246,44,34,111,4,3,3162,-0.020,0.024,19,0,8,0,0.777,0.629,1.000,0.550,0.992,0.992,1.043,0.700,1.000,73,91,167,-0.154,0.058,1,73,73,-0.336,0.441,0.009
6,2022-10-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,87,1941,231,44,36,152,7,5,3198,0.005,0.042,29,0,8,0,0.796,0.625,1.000,0.550,1.000,0.986,1.084,0.727,1.000,73,126,186,-0.163,0.445,1,81,77,0.313,0.010,0.009
6,2022-11-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,78,1921,204,44,24,95,21,15,3227,-0.107,0.028,101,2,10,1,0.764,0.620,1.000,0.550,1.021,0.993,1.025,0.800,1.000,78,155,133,-0.001,0.992,1,84,77,0.181,-0.202,0.008
6,2022-12-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,73,1902,289,47,29,91,4,2,3254,-0.034,0.031,12,2,12,1,0.771,0.613,1.000,0.550,1.039,1.000,1.043,0.900,1.000,91,172,155,0.251,1.355,1,79,76,-0.259,-0.109,0.007
6,2023-01-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,73,1883,234,47,28,113,6,4,3279,-0.030,0.040,14,1,13,1,0.752,0.606,1.000,0.550,1.020,1.010,0.901,1.000,1.000,126,128,73,0.726,0.756,1,75,78,-0.530,-0.009,0.007
6,2023-02-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,78,1864,242,47,19,76,4,3,3315,0.185,0.031,14,0,13,0,0.782,0.599,1.000,0.550,0.969,0.990,0.873,1.073,1.000,155,129,78,0.995,0.658,1,74,79,-0.103,0.124,0.008
6,2023-03-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,91,1846,234,47,36,109,9,6,3356,0.060,0.041,26,0,13,0,0.758,0.591,1.000,0.550,0.986,1.009,0.962,1.100,1.000,172,167,91,0.882,0.826,1,81,80,0.405,0.354,0.009
6,2023-04-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,126,1827,185,47,35,120,5,4,3426,0.373,0.019,23,3,16,1,0.760,0.585,1.000,0.550,0.958,0.994,0.933,1.073,1.000,128,186,126,0.017,0.481,1,98,86,0.889,0.785,0.012
6,2023-05-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,155,1809,228,47,27,100,15,12,3522,0.231,0.013,65,0,16,0,0.754,0.579,1.000,0.550,0.998,1.019,1.046,1.000,1.000,129,133,155,-0.169,-0.142,0,124,99,0.996,0.507,0.015
6,2023-06-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,172,1985,257,47,21,68,7,6,3635,0.113,0.031,18,1,17,1,0.753,0.575,1.000,0.550,1.047,0.998,0.984,0.900,1.000,167,155,172,-0.030,-0.102,0,151,116,0.631,0.253,0.017
6,2023-07-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,128,1965,280,47,21,112,8,5,3746,-0.038,0.029,31,0,17,0,0.723,0.572,1.000,0.550,0.977,0.999,0.989,0.800,1.000,186,128,128,0.455,0.000,0,152,125,-0.709,-0.544,0.013
6,2023-08-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,129,1949,291,47,26,126,6,4,3872,0.075,0.037,19,1,18,1,0.721,0.572,1.000,0.550,1.011,0.983,1.001,0.727,1.000,133,129,129,0.032,0.000,0,143,133,-1.163,0.013,0.013
6,2023-09-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,167,1929,249,49,25,82,23,17,3992,-0.061,0.059,105,1,19,1,0.713,0.573,1.000,0.550,0.999,1.010,1.047,0.700,1.000,155,167,167,-0.075,0.000,0,141,146,-0.912,0.665,0.016
6,2023-10-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,186,1910,198,49,32,98,3,2,4134,0.114,0.018,15,0,19,0,0.664,0.576,1.000,0.550,1.001,1.004,1.098,0.727,1.000,186,186,186,0.000,0.000,0,161,156,0.438,0.258,0.018
6,2023-11-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,133,1891,233,49,21,89,8,6,4259,-0.117,0.056,31,0,19,0,0.697,0.581,1.000,0.550,0.972,0.990,1.050,0.800,1.000,133,133,133,0.000,0.000,0,162,152,0.201,-0.609,0.013
6,2023-12-01,mini-caching-client,Library,Ruby,Caching,MIT,Spring,RubyGems,155,1872,234,49,28,119,8,6,4378,-0.059,0.058,33,3,22,1,0.644,0.587,1.000,0.550,1.048,0.988,1.023,0.900,1.000,155,155,155,0.000,0.000,0,158,149,-0.045,0.360,0.015
7,2022-01-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,693,932,95,26,28,103,6,4,1553,0.000,0.020,22,0,1,0,0.708,0.310,1.000,0.700,0.993,1.005,0.840,1.000,1.000,1227,1330,614,0.771,0.919,1,0,0,0.000,0.000,0.065
7,2022-02-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,836,1029,139,26,24,119,5,3,1553,0.013,0.017,18,0,1,0,0.729,0.314,1.000,0.700,1.025,1.010,0.898,1.073,1.000,1245,1289,637,0.489,0.541,1,0,0,0.000,0.606,0.077
7,2022-03-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,952,1045,176,28,25,77,6,4,1555,0.139,0.034,25,0,1,0,0.725,0.317,1.000,0.700,0.989,1.015,0.994,1.100,1.000,1438,1323,657,0.510,0.389,1,827,0,0.000,0.413,0.087
7,2022-04-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,1227,1034,132,28,23,88,6,4,1560,0.170,0.060,21,0,1,0,0.710,0.320,1.000,0.700,1.023,1.020,0.983,1.073,1.000,1330,1026,784,0.084,-0.164,0,1005,0,0.000,0.891,0.109
7,2022-05-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,1245,1024,150,28,19,86,19,17,1567,0.118,0.052,98,0,1,0,0.735,0.323,1.000,0.700,1.048,1.025,0.998,1.000,1.000,1289,799,950,0.035,-0.358,0,1141,0,0.000,0.046,0.111
7,2022-06-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,1438,1014,140,28,22,96,9,6,1579,0.182,0.051,27,0,1,0,0.752,0.325,1.000,0.700,1.035,1.030,1.018,0.900,1.000,1323,722,1000,-0.080,-0.498,0,1303,1065,0.000,0.490,0.126
7,2022-07-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,1330,1009,141,28,16,63,5,4,1588,-0.097,0.039,24,0,1,0,0.734,0.325,1.000,0.700,1.033,1.035,1.021,0.800,1.000,1026,614,1024,-0.228,-0.538,0,1338,1171,-0.687,-0.236,0.117
7,2022-08-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,1289,999,197,28,18,74,7,5,1596,-0.030,0.049,21,0,1,0,0.765,0.325,1.000,0.700,1.040,1.040,1.081,0.727,1.000,799,637,1094,-0.380,-0.505,0,1352,1247,-0.454,-0.095,0.114
7,2022-09-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,1323,989,130,28,9,50,20,15,1605,0.026,0.026,92,0,1,0,0.762,0.324,1.000,0.700,0.958,1.045,1.043,0.700,1.000,722,657,909,-0.454,-0.503,0,1314,1309,-0.591,0.081,0.117
7,2022-10-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,1026,1027,127,28,17,99,4,2,1608,-0.224,0.050,11,0,1,0,0.750,0.322,1.000,0.700,1.022,1.050,1.084,0.727,1.000,614,784,853,-0.401,-0.236,0,1213,1275,-0.312,-0.675,0.093
7,2022-11-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,799,1017,111,28,22,91,9,8,1607,-0.221,0.026,28,0,1,0,0.756,0.319,1.000,0.700,0.980,1.055,1.025,0.800,1.000,637,950,777,-0.202,0.189,1,1049,1201,-0.415,-0.643,0.074
7,2022-12-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,722,1007,146,28,18,58,4,3,1604,-0.097,0.040,16,0,1,0,0.767,0.316,1.000,0.700,0.953,1.060,1.043,0.900,1.000,657,1000,667,-0.089,0.386,1,849,1081,-0.374,-0.277,0.067
7,2023-01-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,614,997,133,28,14,80,8,7,1599,-0.148,0.035,30,0,1,0,0.773,0.312,1.000,0.700,1.008,1.005,0.901,1.000,1.000,784,1024,614,0.277,0.667,1,712,962,-0.173,-0.414,0.058
7,2023-02-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,637,987,193,28,14,86,7,5,1595,0.038,0.032,15,0,1,0,0.732,0.308,1.000,0.700,1.024,1.010,0.873,1.073,1.000,950,1094,637,0.490,0.715,1,658,854,0.178,0.105,0.060
7,2023-03-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,657,977,130,28,25,92,6,4,1591,0.031,0.016,28,0,1,0,0.770,0.304,1.000,0.700,0.960,1.015,0.962,1.100,1.000,1000,909,657,0.521,0.383,1,636,743,0.366,0.088,0.062
7,2023-04-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,784,1086,149,29,26,94,6,4,1590,0.193,0.049,15,1,2,1,0.745,0.301,1.000,0.700,1.043,1.020,0.933,1.073,1.000,1024,853,784,0.306,0.087,1,693,702,0.678,0.559,0.073
7,2023-05-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,950,1075,201,29,28,99,14,9,1592,0.211,0.029,69,0,2,0,0.710,0.298,1.000,0.700,0.982,1.025,1.046,1.000,1.000,1094,777,950,0.151,-0.182,0,797,728,0.692,0.629,0.087
7,2023-06-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,1000,1064,179,29,13,69,6,5,1595,0.053,0.015,17,3,5,1,0.739,0.296,1.000,0.700,1.040,1.030,0.984,0.900,1.000,909,667,1000,-0.091,-0.333,0,912,774,0.610,0.158,0.091
7,2023-07-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,1024,1053,158,29,27,120,6,4,1598,0.024,0.037,17,0,5,0,0.695,0.295,1.000,0.700,0.992,1.035,0.989,0.800,1.000,853,1024,1024,-0.167,0.000,0,991,842,0.029,0.073,0.093
7,2023-08-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,1094,1043,109,29,28,99,7,5,1603,0.068,0.034,17,0,5,0,0.699,0.294,1.000,0.700,1.034,1.040,1.001,0.727,1.000,777,1094,1094,-0.290,0.000,0,1039,918,-0.339,0.205,0.099
7,2023-09-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,909,1032,137,29,28,113,7,5,1604,-0.168,0.042,15,2,7,1,0.678,0.295,1.000,0.700,1.000,1.045,1.047,0.700,1.000,667,909,909,-0.267,0.000,0,1009,960,-0.612,-0.498,0.083
7,2023-10-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,853,1022,198,29,17,69,9,6,1604,-0.062,0.043,30,0,7,0,0.675,0.297,1.000,0.700,1.045,1.050,1.098,0.727,1.000,853,853,853,0.000,0.000,0,952,972,-0.473,-0.183,0.079
7,2023-11-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,777,1089,184,29,16,74,7,6,1603,-0.089,0.059,15,0,7,0,0.680,0.299,1.000,0.700,1.016,1.055,1.050,0.800,1.000,777,777,777,0.000,0.000,0,846,943,-0.441,-0.258,0.072
7,2023-12-01,micro-template-1007-core,Template,C#,Web Framework,BSD-3-Clause,Google,NuGet,667,1079,135,29,24,120,3,2,1599,-0.141,0.048,15,0,7,0,0.677,0.302,1.000,0.700,1.046,1.060,1.023,0.900,1.000,667,667,667,0.000,0.000,0,765,887,-0.176,-0.399,0.063
8,2022-01-01,easy-template-1008-utils,Template,Java,Documentation,Unlicense,Microsoft,Maven Central,844,2160,305,32,29,134,23,16,3459,0.000,0.050,108,0,1,0,1.000,0.578,1.000,0.650,0.988,1.000,0.840,1.000,1.000,1442,2247,1960,0.709,1.663,1,0,0,0.000,0.000,0.078
8,2022-02-01,easy-template-1008-utils,Template,Java,Documentation,Unlicense,Microsoft,Maven Central,1085,2139,275,32,32,113,10,8,3461,0.067,0.049,46,0,1,0,1.001,0.585,1.000,0.658,0.986,1.007,0.898,1.073,1.000,1688,2240,1871,0.556,1.065,1,0,0,0.000,0.868,0.098
8,2022-03-01,easy-template-1008-utils,Template,Java,Documentation,Unlicense,Microsoft,Maven Central,1238,2367,326,32,33,147,13,10,3468,0.141,0.050,53,0,1,0,1.051,0.592,1.000,0.667,0.984,0.993,0.994,1.100,1.000,1790,2060,2262,0.445,0.664,1,1056,0,0.000,0.438,0.110
8,2022-04-01,easy-template-1008-utils,Template,Java,Documentation,Unlicense,Microsoft,Maven Central,1442,2428,263,32,32,134,11,9,3482,0.164,0.024,36,0,1,0,1.034,0.598,1.000,0.675,0.982,0.992,0.983,1.073,1.000,2247,1538,2860,0.558,0.066,1,1255,0,0.000,0.520,0.126
8,2022-05-01,easy-template-1008-utils,Template,Java,Documentation,Unlicense,Microsoft,Maven Central,1688,2403,287,32,38,144,10,8,3504,0.170,0.014,37,0,1,0,1.068,0.603,1.000,0.683,0.980,0.990,0.998,1.000,1.000,2240,1945,3093,0.327,0.152,1,1456,0,0.000,0.550,0.144
8,2022-06-01,easy-template-1008-utils,Template,Java,Documentation,Unlicense,Microsoft,Maven Central,1790,2543,297,31,28,117,10,8,3530,0.060,0.026,51,0,1,0,1.063,0.606,1.000,0.692,0.978,0.995,1.018,0.900,1.000,2060,1820,2913,0.151,0.017,0,1640,1348,0.000,0.197,0.152
8,2022-07-01,easy-template-1008-utils,Template,Java,Documentation,Unlicense,Microsoft,Maven Central,2247,2553,312,31,43,150,13,11,3572,0.255,0.057,45,0,1,0,1.070,0.607,1.000,0.700,0.976,1.010,1.021,0.800,1.000,1538,1960,3658,-0.316,-0.128,0,1908,1582,-0.151,0.856,0.183
8,2022-08-01,easy-template-1008-utils,Template,Java,Documentation,Unlicense,Microsoft,Maven Central,2240,2528,335,31,41,134,14,11,3614,-0.003,0.039,54,0,1,0,1.108,0.607,1.000,0.700,0.974,0.999,1.081,0.727,1.000,1945,1871,3488,-0.132,-0.165,0,2092,1774,-0.229,-0.010,0.183
8,2022-09-01,easy-template-1008-utils,Template,Java,Documentation,Unlicense,Microsoft,Maven Central,2060,2502,283,31,39,144,11,8,3651,-0.080,0.021,52,3,4,1,1.105,0.605,1.000,0.700,0.972,0.990,1.043,0.700,1.000,1820,2262,3301,-0.117,0.098,1,2183,1911,-0.294,-0.266,0.171
